STRUCTURE,STRUCTURE_ID,STRUCTURE_NAME,ACTION,REF_AREA,Reference area,FREQ,Frequency of observation,MEASURE,UNIT_MEASURE,Unit of measure,ACTIVITY,Economic activity,TIME_PERIOD,OBS_VALUE,OBS_STATUS,Observation status,UNIT_MULT,Unit multiplier,PRICE_BASE,BASE_PER,TIMELINESS,DECIMALS
DATAFLOW,OECD.ENV.EPI:DSD_GG@DF_GREEN_GROWTH(1.1),Green Growth,I,MYS,Malaysia,A,Annual,GHG_DBPROD,USD_KG_CO2E,US dollars per kilogramme of CO2-equivalent,_T,Total - all activities,2019,3.56,A,Normal value,0,Units,Q,2015.0,3.0,2.0
DATAFLOW,OECD.ENV.EPI:DSD_GG@DF_GREEN_GROWTH(1.1),Green Growth,I,MYS,Malaysia,A,Annual,GHG_DBPROD,USD_KG_CO2E,US dollars per kilogramme of CO2-equivalent,_T,Total - all activities,2018,3.51,A,Normal value,0,Units,Q,2015.0,3.0,2.0
DATAFLOW,OECD.ENV.EPI:DSD_GG@DF_GREEN_GROWTH(1.1),Green Growth,I,MYS,Malaysia,A,Annual,GHG_DBPROD,USD_KG_CO2E,US dollars per kilogramme of CO2-equivalent,_T,Total - all activities,2017,3.61,A,Normal value,0,Units,Q,2015.0,3.0,2.0
DATAFLOW,OECD.ENV.EPI:DSD_GG@DF_GREEN_GROWTH(1.1),Green Growth,I,MYS,Malaysia,A,Annual,GHG_DBPROD,USD_KG_CO2E,US dollars per kilogramme of CO2-equivalent,_T,Total - all activities,2016,3.47,A,Normal value,0,Units,Q,2015.0,3.0,2.0
DATAFLOW,OECD.ENV.EPI:DSD_GG@DF_GREEN_GROWTH(1.1),Green Growth,I,MYS,Malaysia,A,Annual,GHG_DBPROD,USD_KG_CO2E,US dollars per kilogramme of CO2-equivalent,_T,Total - all activities,2015,3.25,A,Normal value,0,Units,Q,2015.0,3.0,2.0
DATAFLOW,OECD.ENV.EPI:DSD_GG@DF_GREEN_GROWTH(1.1),Green Growth,I,MYS,Malaysia,A,Annual,GHG_DBPROD,USD_KG_CO2E,US dollars per kilogramme of CO2-equivalent,_T,Total - all activities,2014,3.08,A,Normal value,0,Units,Q,2015.0,3.0,2.0
DATAFLOW,OECD.ENV.EPI:DSD_GG@DF_GREEN_GROWTH(1.1),Green Growth,I,MYS,Malaysia,A,Annual,GHG_DBPROD,USD_KG_CO2E,US dollars per kilogramme of CO2-equivalent,_T,Total - all activities,2013,3.02,A,Normal value,0,Units,Q,2015.0,3.0,2.0
DATAFLOW,OECD.ENV.EPI:DSD_GG@DF_GREEN_GROWTH(1.1),Green Growth,I,MYS,Malaysia,A,Annual,GHG_DBPROD,USD_KG_CO2E,US dollars per kilogramme of CO2-equivalent,_T,Total - all activities,2012,3.23,A,Normal value,0,Units,Q,2015.0,3.0,2.0
DATAFLOW,OECD.ENV.EPI:DSD_GG@DF_GREEN_GROWTH(1.1),Green Growth,I,MYS,Malaysia,A,Annual,GHG_DBPROD,USD_KG_CO2E,US dollars per kilogramme of CO2-equivalent,_T,Total - all activities,2011,3.27,A,Normal value,0,Units,Q,2015.0,3.0,2.0
DATAFLOW,OECD.ENV.EPI:DSD_GG@DF_GREEN_GROWTH(1.1),Green Growth,I,MYS,Malaysia,A,Annual,GHG_DBPROD,USD_KG_CO2E,US dollars per kilogramme of CO2-equivalent,_T,Total - all activities,2010,2.89,A,Normal value,0,Units,Q,2015.0,3.0,2.0
DATAFLOW,OECD.ENV.EPI:DSD_GG@DF_GREEN_GROWTH(1.1),Green Growth,I,MYS,Malaysia,A,Annual,GHG_DBPROD,USD_KG_CO2E,US dollars per kilogramme of CO2-equivalent,_T,Total - all activities,2009,3.23,A,Normal value,0,Units,Q,2015.0,3.0,2.0
DATAFLOW,OECD.ENV.EPI:DSD_GG@DF_GREEN_GROWTH(1.1),Green Growth,I,MYS,Malaysia,A,Annual,PM_MOR,DT_10P6HB,Deaths per 1 000 000 inhabitants,_T,Total - all activities,2007,303.93,A,Normal value,0,Units,_Z,2015.0,3.0,2.0
DATAFLOW,OECD.ENV.EPI:DSD_GG@DF_GREEN_GROWTH(1.1),Green Growth,I,MYS,Malaysia,A,Annual,PM_MOR,DT_10P6HB,Deaths per 1 000 000 inhabitants,_T,Total - all activities,2006,308.6,A,Normal value,0,Units,_Z,2015.0,3.0,2.0
DATAFLOW,OECD.ENV.EPI:DSD_GG@DF_GREEN_GROWTH(1.1),Green Growth,I,MYS,Malaysia,A,Annual,PM_MOR,DT_10P6HB,Deaths per 1 000 000 inhabitants,_T,Total - all activities,2005,310.84,A,Normal value,0,Units,_Z,2015.0,3.0,2.0
DATAFLOW,OECD.ENV.EPI:DSD_GG@DF_GREEN_GROWTH(1.1),Green Growth,I,MYS,Malaysia,A,Annual,PM_MOR,DT_10P6HB,Deaths per 1 000 000 inhabitants,_T,Total - all activities,2004,313.68,A,Normal value,0,Units,_Z,2015.0,3.0,2.0
DATAFLOW,OECD.ENV.EPI:DSD_GG@DF_GREEN_GROWTH(1.1),Green Growth,I,MYS,Malaysia,A,Annual,PM_MOR,DT_10P6HB,Deaths per 1 000 000 inhabitants,_T,Total - all activities,2003,319.12,A,Normal value,0,Units,_Z,2015.0,3.0,2.0
DATAFLOW,OECD.ENV.EPI:DSD_GG@DF_GREEN_GROWTH(1.1),Green Growth,I,MYS,Malaysia,A,Annual,PM_MOR,DT_10P6HB,Deaths per 1 000 000 inhabitants,_T,Total - all activities,2002,314.8,A,Normal value,0,Units,_Z,2015.0,3.0,2.0
DATAFLOW,OECD.ENV.EPI:DSD_GG@DF_GREEN_GROWTH(1.1),Green Growth,I,MYS,Malaysia,A,Annual,PM_MOR,DT_10P6HB,Deaths per 1 000 000 inhabitants,_T,Total - all activities,2001,313.75,A,Normal value,0,Units,_Z,2015.0,3.0,2.0
DATAFLOW,OECD.ENV.EPI:DSD_GG@DF_GREEN_GROWTH(1.1),Green Growth,I,MYS,Malaysia,A,Annual,PM_MOR,DT_10P6HB,Deaths per 1 000 000 inhabitants,_T,Total - all activities,2000,316.86,A,Normal value,0,Units,_Z,2015.0,3.0,2.0
DATAFLOW,OECD.ENV.EPI:DSD_GG@DF_GREEN_GROWTH(1.1),Green Growth,I,MYS,Malaysia,A,Annual,PM_MOR,DT_10P6HB,Deaths per 1 000 000 inhabitants,_T,Total - all activities,2019,330.26,A,Normal value,0,Units,_Z,2015.0,3.0,2.0
DATAFLOW,OECD.ENV.EPI:DSD_GG@DF_GREEN_GROWTH(1.1),Green Growth,I,MYS,Malaysia,A,Annual,PM_MOR,DT_10P6HB,Deaths per 1 000 000 inhabitants,_T,Total - all activities,2018,314.62,A,Normal value,0,Units,_Z,2015.0,3.0,2.0
DATAFLOW,OECD.ENV.EPI:DSD_GG@DF_GREEN_GROWTH(1.1),Green Growth,I,MYS,Malaysia,A,Annual,PM_MOR,DT_10P6HB,Deaths per 1 000 000 inhabitants,_T,Total - all activities,2017,308.53,A,Normal value,0,Units,_Z,2015.0,3.0,2.0
DATAFLOW,OECD.ENV.EPI:DSD_GG@DF_GREEN_GROWTH(1.1),Green Growth,I,MYS,Malaysia,A,Annual,PM_MOR,DT_10P6HB,Deaths per 1 000 000 inhabitants,_T,Total - all activities,2016,317.3,A,Normal value,0,Units,_Z,2015.0,3.0,2.0
DATAFLOW,OECD.ENV.EPI:DSD_GG@DF_GREEN_GROWTH(1.1),Green Growth,I,MYS,Malaysia,A,Annual,PM_MOR,DT_10P6HB,Deaths per 1 000 000 inhabitants,_T,Total - all activities,2015,321.46,A,Normal value,0,Units,_Z,2015.0,3.0,2.0
DATAFLOW,OECD.ENV.EPI:DSD_GG@DF_GREEN_GROWTH(1.1),Green Growth,I,MYS,Malaysia,A,Annual,PM_MOR,DT_10P6HB,Deaths per 1 000 000 inhabitants,_T,Total - all activities,2014,314.15,A,Normal value,0,Units,_Z,2015.0,3.0,2.0
DATAFLOW,OECD.ENV.EPI:DSD_GG@DF_GREEN_GROWTH(1.1),Green Growth,I,MYS,Malaysia,A,Annual,PM_MOR,DT_10P6HB,Deaths per 1 000 000 inhabitants,_T,Total - all activities,2013,301.33,A,Normal value,0,Units,_Z,2015.0,3.0,2.0
DATAFLOW,OECD.ENV.EPI:DSD_GG@DF_GREEN_GROWTH(1.1),Green Growth,I,MYS,Malaysia,A,Annual,PM_MOR,DT_10P6HB,Deaths per 1 000 000 inhabitants,_T,Total - all activities,2012,309.09,A,Normal value,0,Units,_Z,2015.0,3.0,2.0
DATAFLOW,OECD.ENV.EPI:DSD_GG@DF_GREEN_GROWTH(1.1),Green Growth,I,MYS,Malaysia,A,Annual,PM_MOR,DT_10P6HB,Deaths per 1 000 000 inhabitants,_T,Total - all activities,2011,306.69,A,Normal value,0,Units,_Z,2015.0,3.0,2.0
DATAFLOW,OECD.ENV.EPI:DSD_GG@DF_GREEN_GROWTH(1.1),Green Growth,I,MYS,Malaysia,A,Annual,PM_MOR,DT_10P6HB,Deaths per 1 000 000 inhabitants,_T,Total - all activities,2010,305.24,A,Normal value,0,Units,_Z,2015.0,3.0,2.0
DATAFLOW,OECD.ENV.EPI:DSD_GG@DF_GREEN_GROWTH(1.1),Green Growth,I,MYS,Malaysia,A,Annual,PM_MOR,DT_10P6HB,Deaths per 1 000 000 inhabitants,_T,Total - all activities,2009,311.52,A,Normal value,0,Units,_Z,2015.0,3.0,2.0
DATAFLOW,OECD.ENV.EPI:DSD_GG@DF_GREEN_GROWTH(1.1),Green Growth,I,MYS,Malaysia,A,Annual,EPRICE_RES,USD_PPP_KWH,"US dollars per kilowatt hour, PPP converted",_T,Total - all activities,2017,0.2,A,Normal value,0,Units,Q,2015.0,1.0,2.0
DATAFLOW,OECD.ENV.EPI:DSD_GG@DF_GREEN_GROWTH(1.1),Green Growth,I,MYS,Malaysia,A,Annual,EPRICE_RES,USD_PPP_KWH,"US dollars per kilowatt hour, PPP converted",_T,Total - all activities,2016,0.21,A,Normal value,0,Units,Q,2015.0,1.0,2.0
DATAFLOW,OECD.ENV.EPI:DSD_GG@DF_GREEN_GROWTH(1.1),Green Growth,I,MYS,Malaysia,A,Annual,EPRICE_RES,USD_PPP_KWH,"US dollars per kilowatt hour, PPP converted",_T,Total - all activities,2015,0.21,A,Normal value,0,Units,Q,2015.0,1.0,2.0
DATAFLOW,OECD.ENV.EPI:DSD_GG@DF_GREEN_GROWTH(1.1),Green Growth,I,MYS,Malaysia,A,Annual,EPRICE_RES,USD_PPP_KWH,"US dollars per kilowatt hour, PPP converted",_T,Total - all activities,2014,0.21,A,Normal value,0,Units,Q,2015.0,1.0,2.0
DATAFLOW,OECD.ENV.EPI:DSD_GG@DF_GREEN_GROWTH(1.1),Green Growth,I,MYS,Malaysia,A,Annual,EPRICE_RES,USD_PPP_KWH,"US dollars per kilowatt hour, PPP converted",_T,Total - all activities,2013,0.19,A,Normal value,0,Units,Q,2015.0,1.0,2.0
DATAFLOW,OECD.ENV.EPI:DSD_GG@DF_GREEN_GROWTH(1.1),Green Growth,I,MYS,Malaysia,A,Annual,EPRICE_RES,USD_PPP_KWH,"US dollars per kilowatt hour, PPP converted",_T,Total - all activities,2012,0.19,A,Normal value,0,Units,Q,2015.0,1.0,2.0
DATAFLOW,OECD.ENV.EPI:DSD_GG@DF_GREEN_GROWTH(1.1),Green Growth,I,MYS,Malaysia,A,Annual,EPRICE_RES,USD_PPP_KWH,"US dollars per kilowatt hour, PPP converted",_T,Total - all activities,2011,0.19,A,Normal value,0,Units,Q,2015.0,1.0,2.0
DATAFLOW,OECD.ENV.EPI:DSD_GG@DF_GREEN_GROWTH(1.1),Green Growth,I,MYS,Malaysia,A,Annual,EPRICE_RES,USD_PPP_KWH,"US dollars per kilowatt hour, PPP converted",_T,Total - all activities,2010,0.2,A,Normal value,0,Units,Q,2015.0,1.0,2.0
DATAFLOW,OECD.ENV.EPI:DSD_GG@DF_GREEN_GROWTH(1.1),Green Growth,I,MYS,Malaysia,A,Annual,EPRICE_RES,USD_PPP_KWH,"US dollars per kilowatt hour, PPP converted",_T,Total - all activities,2019,0.2,A,Normal value,0,Units,Q,2015.0,1.0,2.0
DATAFLOW,OECD.ENV.EPI:DSD_GG@DF_GREEN_GROWTH(1.1),Green Growth,I,MYS,Malaysia,A,Annual,ENVRESPROD,_X,Unspecified,_O,Other,2009,9.675,A,Normal value,0,Units,,2015.0,2.0,2.0
DATAFLOW,OECD.ENV.EPI:DSD_GG@DF_GREEN_GROWTH(1.1),Green Growth,I,MYS,Malaysia,A,Annual,ENVRESPROD,_X,Unspecified,_O,Other,2008,9.675,A,Normal value,0,Units,,2015.0,2.0,2.0
DATAFLOW,OECD.ENV.EPI:DSD_GG@DF_GREEN_GROWTH(1.1),Green Growth,I,MYS,Malaysia,A,Annual,ENVRESPROD,_X,Unspecified,_O,Other,2007,9.675,A,Normal value,0,Units,,2015.0,2.0,2.0
DATAFLOW,OECD.ENV.EPI:DSD_GG@DF_GREEN_GROWTH(1.1),Green Growth,I,MYS,Malaysia,A,Annual,ENVRESPROD,_X,Unspecified,_O,Other,2006,9.675,A,Normal value,0,Units,,2015.0,2.0,2.0
DATAFLOW,OECD.ENV.EPI:DSD_GG@DF_GREEN_GROWTH(1.1),Green Growth,I,MYS,Malaysia,A,Annual,ENVRESPROD,_X,Unspecified,_O,Other,2005,9.675,A,Normal value,0,Units,,2015.0,2.0,2.0
DATAFLOW,OECD.ENV.EPI:DSD_GG@DF_GREEN_GROWTH(1.1),Green Growth,I,MYS,Malaysia,A,Annual,ENVRESPROD,_X,Unspecified,_O,Other,2004,9.675,A,Normal value,0,Units,,2015.0,2.0,2.0
DATAFLOW,OECD.ENV.EPI:DSD_GG@DF_GREEN_GROWTH(1.1),Green Growth,I,MYS,Malaysia,A,Annual,ENVRESPROD,_X,Unspecified,_O,Other,2003,9.675,A,Normal value,0,Units,,2015.0,2.0,2.0
DATAFLOW,OECD.ENV.EPI:DSD_GG@DF_GREEN_GROWTH(1.1),Green Growth,I,MYS,Malaysia,A,Annual,ENVRESPROD,_X,Unspecified,_O,Other,2002,9.675,A,Normal value,0,Units,,2015.0,2.0,2.0
DATAFLOW,OECD.ENV.EPI:DSD_GG@DF_GREEN_GROWTH(1.1),Green Growth,I,MYS,Malaysia,A,Annual,ENVRESPROD,_X,Unspecified,_O,Other,2001,9.675,A,Normal value,0,Units,,2015.0,2.0,2.0
DATAFLOW,OECD.ENV.EPI:DSD_GG@DF_GREEN_GROWTH(1.1),Green Growth,I,MYS,Malaysia,A,Annual,ENVRESPROD,_X,Unspecified,_O,Other,2000,9.675,A,Normal value,0,Units,,2015.0,2.0,2.0
DATAFLOW,OECD.ENV.EPI:DSD_GG@DF_GREEN_GROWTH(1.1),Green Growth,I,MYS,Malaysia,A,Annual,ENVRESPROD,_X,Unspecified,_O,Other,2022,9.675,A,Normal value,0,Units,,2015.0,2.0,2.0
DATAFLOW,OECD.ENV.EPI:DSD_GG@DF_GREEN_GROWTH(1.1),Green Growth,I,MYS,Malaysia,A,Annual,ENVRESPROD,_X,Unspecified,_O,Other,2021,9.675,A,Normal value,0,Units,,2015.0,2.0,2.0
DATAFLOW,OECD.ENV.EPI:DSD_GG@DF_GREEN_GROWTH(1.1),Green Growth,I,MYS,Malaysia,A,Annual,ENVRESPROD,_X,Unspecified,_O,Other,2020,9.675,A,Normal value,0,Units,,2015.0,2.0,2.0
DATAFLOW,OECD.ENV.EPI:DSD_GG@DF_GREEN_GROWTH(1.1),Green Growth,I,MYS,Malaysia,A,Annual,ENVRESPROD,_X,Unspecified,_O,Other,2019,9.675,A,Normal value,0,Units,,2015.0,2.0,2.0
DATAFLOW,OECD.ENV.EPI:DSD_GG@DF_GREEN_GROWTH(1.1),Green Growth,I,MYS,Malaysia,A,Annual,ENVRESPROD,_X,Unspecified,_O,Other,2018,9.675,A,Normal value,0,Units,,2015.0,2.0,2.0
DATAFLOW,OECD.ENV.EPI:DSD_GG@DF_GREEN_GROWTH(1.1),Green Growth,I,MYS,Malaysia,A,Annual,ENVRESPROD,_X,Unspecified,_O,Other,2017,9.675,A,Normal value,0,Units,,2015.0,2.0,2.0
DATAFLOW,OECD.ENV.EPI:DSD_GG@DF_GREEN_GROWTH(1.1),Green Growth,I,MYS,Malaysia,A,Annual,ENVRESPROD,_X,Unspecified,_O,Other,2016,9.675,A,Normal value,0,Units,,2015.0,2.0,2.0
DATAFLOW,OECD.ENV.EPI:DSD_GG@DF_GREEN_GROWTH(1.1),Green Growth,I,MYS,Malaysia,A,Annual,ENVRESPROD,_X,Unspecified,_O,Other,2015,9.675,A,Normal value,0,Units,,2015.0,2.0,2.0
DATAFLOW,OECD.ENV.EPI:DSD_GG@DF_GREEN_GROWTH(1.1),Green Growth,I,MYS,Malaysia,A,Annual,ENVRESPROD,_X,Unspecified,_O,Other,2014,9.675,A,Normal value,0,Units,,2015.0,2.0,2.0
DATAFLOW,OECD.ENV.EPI:DSD_GG@DF_GREEN_GROWTH(1.1),Green Growth,I,MYS,Malaysia,A,Annual,ENVRESPROD,_X,Unspecified,_O,Other,2013,9.675,A,Normal value,0,Units,,2015.0,2.0,2.0
DATAFLOW,OECD.ENV.EPI:DSD_GG@DF_GREEN_GROWTH(1.1),Green Growth,I,MYS,Malaysia,A,Annual,ENVRESPROD,_X,Unspecified,_O,Other,2012,9.675,A,Normal value,0,Units,,2015.0,2.0,2.0
DATAFLOW,OECD.ENV.EPI:DSD_GG@DF_GREEN_GROWTH(1.1),Green Growth,I,MYS,Malaysia,A,Annual,ENVRESPROD,_X,Unspecified,_O,Other,2011,9.675,A,Normal value,0,Units,,2015.0,2.0,2.0
DATAFLOW,OECD.ENV.EPI:DSD_GG@DF_GREEN_GROWTH(1.1),Green Growth,I,MYS,Malaysia,A,Annual,GHG_DBEMCAP,T_CO2E_PS,Tonnes of CO2-equivalent per person,_T,Total - all activities,2007,5.69,A,Normal value,0,Units,_Z,2015.0,3.0,2.0
DATAFLOW,OECD.ENV.EPI:DSD_GG@DF_GREEN_GROWTH(1.1),Green Growth,I,MYS,Malaysia,A,Annual,GHG_DBEMCAP,T_CO2E_PS,Tonnes of CO2-equivalent per person,_T,Total - all activities,2006,5.08,A,Normal value,0,Units,_Z,2015.0,3.0,2.0
DATAFLOW,OECD.ENV.EPI:DSD_GG@DF_GREEN_GROWTH(1.1),Green Growth,I,MYS,Malaysia,A,Annual,GHG_DBEMCAP,T_CO2E_PS,Tonnes of CO2-equivalent per person,_T,Total - all activities,2005,5.29,A,Normal value,0,Units,_Z,2015.0,3.0,2.0
DATAFLOW,OECD.ENV.EPI:DSD_GG@DF_GREEN_GROWTH(1.1),Green Growth,I,MYS,Malaysia,A,Annual,GHG_DBEMCAP,T_CO2E_PS,Tonnes of CO2-equivalent per person,_T,Total - all activities,2004,4.95,A,Normal value,0,Units,_Z,2015.0,3.0,2.0
DATAFLOW,OECD.ENV.EPI:DSD_GG@DF_GREEN_GROWTH(1.1),Green Growth,I,MYS,Malaysia,A,Annual,GHG_DBEMCAP,T_CO2E_PS,Tonnes of CO2-equivalent per person,_T,Total - all activities,2003,4.82,A,Normal value,0,Units,_Z,2015.0,3.0,2.0
DATAFLOW,OECD.ENV.EPI:DSD_GG@DF_GREEN_GROWTH(1.1),Green Growth,I,MYS,Malaysia,A,Annual,GHG_DBEMCAP,T_CO2E_PS,Tonnes of CO2-equivalent per person,_T,Total - all activities,2002,5.11,A,Normal value,0,Units,_Z,2015.0,3.0,2.0
DATAFLOW,OECD.ENV.EPI:DSD_GG@DF_GREEN_GROWTH(1.1),Green Growth,I,MYS,Malaysia,A,Annual,GHG_DBEMCAP,T_CO2E_PS,Tonnes of CO2-equivalent per person,_T,Total - all activities,2001,4.87,A,Normal value,0,Units,_Z,2015.0,3.0,2.0
DATAFLOW,OECD.ENV.EPI:DSD_GG@DF_GREEN_GROWTH(1.1),Green Growth,I,MYS,Malaysia,A,Annual,GHG_DBEMCAP,T_CO2E_PS,Tonnes of CO2-equivalent per person,_T,Total - all activities,2000,4.24,A,Normal value,0,Units,_Z,2015.0,3.0,2.0
DATAFLOW,OECD.ENV.EPI:DSD_GG@DF_GREEN_GROWTH(1.1),Green Growth,I,MYS,Malaysia,A,Annual,GHG_DBEMCAP,T_CO2E_PS,Tonnes of CO2-equivalent per person,_T,Total - all activities,2020,7.46,A,Normal value,0,Units,_Z,2015.0,3.0,2.0
DATAFLOW,OECD.ENV.EPI:DSD_GG@DF_GREEN_GROWTH(1.1),Green Growth,I,MYS,Malaysia,A,Annual,GHG_DBEMCAP,T_CO2E_PS,Tonnes of CO2-equivalent per person,_T,Total - all activities,2019,7.78,A,Normal value,0,Units,_Z,2015.0,3.0,2.0
DATAFLOW,OECD.ENV.EPI:DSD_GG@DF_GREEN_GROWTH(1.1),Green Growth,I,MYS,Malaysia,A,Annual,GHG_DBEMCAP,T_CO2E_PS,Tonnes of CO2-equivalent per person,_T,Total - all activities,2018,7.69,A,Normal value,0,Units,_Z,2015.0,3.0,2.0
DATAFLOW,OECD.ENV.EPI:DSD_GG@DF_GREEN_GROWTH(1.1),Green Growth,I,MYS,Malaysia,A,Annual,GHG_DBEMCAP,T_CO2E_PS,Tonnes of CO2-equivalent per person,_T,Total - all activities,2017,7.24,A,Normal value,0,Units,_Z,2015.0,3.0,2.0
DATAFLOW,OECD.ENV.EPI:DSD_GG@DF_GREEN_GROWTH(1.1),Green Growth,I,MYS,Malaysia,A,Annual,GHG_DBEMCAP,T_CO2E_PS,Tonnes of CO2-equivalent per person,_T,Total - all activities,2016,7.26,A,Normal value,0,Units,_Z,2015.0,3.0,2.0
DATAFLOW,OECD.ENV.EPI:DSD_GG@DF_GREEN_GROWTH(1.1),Green Growth,I,MYS,Malaysia,A,Annual,GHG_DBEMCAP,T_CO2E_PS,Tonnes of CO2-equivalent per person,_T,Total - all activities,2015,7.54,A,Normal value,0,Units,_Z,2015.0,3.0,2.0
DATAFLOW,OECD.ENV.EPI:DSD_GG@DF_GREEN_GROWTH(1.1),Green Growth,I,MYS,Malaysia,A,Annual,GHG_DBEMCAP,T_CO2E_PS,Tonnes of CO2-equivalent per person,_T,Total - all activities,2014,7.71,A,Normal value,0,Units,_Z,2015.0,3.0,2.0
DATAFLOW,OECD.ENV.EPI:DSD_GG@DF_GREEN_GROWTH(1.1),Green Growth,I,MYS,Malaysia,A,Annual,GHG_DBEMCAP,T_CO2E_PS,Tonnes of CO2-equivalent per person,_T,Total - all activities,2013,7.55,A,Normal value,0,Units,_Z,2015.0,3.0,2.0
DATAFLOW,OECD.ENV.EPI:DSD_GG@DF_GREEN_GROWTH(1.1),Green Growth,I,MYS,Malaysia,A,Annual,GHG_DBEMCAP,T_CO2E_PS,Tonnes of CO2-equivalent per person,_T,Total - all activities,2012,6.86,A,Normal value,0,Units,_Z,2015.0,3.0,2.0
DATAFLOW,OECD.ENV.EPI:DSD_GG@DF_GREEN_GROWTH(1.1),Green Growth,I,MYS,Malaysia,A,Annual,GHG_DBEMCAP,T_CO2E_PS,Tonnes of CO2-equivalent per person,_T,Total - all activities,2011,6.53,A,Normal value,0,Units,_Z,2015.0,3.0,2.0
DATAFLOW,OECD.ENV.EPI:DSD_GG@DF_GREEN_GROWTH(1.1),Green Growth,I,MYS,Malaysia,A,Annual,GHG_DBEMCAP,T_CO2E_PS,Tonnes of CO2-equivalent per person,_T,Total - all activities,2010,7.14,A,Normal value,0,Units,_Z,2015.0,3.0,2.0
DATAFLOW,OECD.ENV.EPI:DSD_GG@DF_GREEN_GROWTH(1.1),Green Growth,I,MYS,Malaysia,A,Annual,GHG_DBEMCAP,T_CO2E_PS,Tonnes of CO2-equivalent per person,_T,Total - all activities,2009,6.05,A,Normal value,0,Units,_Z,2015.0,3.0,2.0
DATAFLOW,OECD.ENV.EPI:DSD_GG@DF_GREEN_GROWTH(1.1),Green Growth,I,MYS,Malaysia,A,Annual,DMC_PROD,USD_KG,US dollars per kilogramme,_T,Total - all activities,2007,1.25,E,Estimated value,0,Units,Q,2015.0,2.0,2.0
DATAFLOW,OECD.ENV.EPI:DSD_GG@DF_GREEN_GROWTH(1.1),Green Growth,I,MYS,Malaysia,A,Annual,DMC_PROD,USD_KG,US dollars per kilogramme,_T,Total - all activities,2006,1.29,E,Estimated value,0,Units,Q,2015.0,2.0,2.0
DATAFLOW,OECD.ENV.EPI:DSD_GG@DF_GREEN_GROWTH(1.1),Green Growth,I,MYS,Malaysia,A,Annual,DMC_PROD,USD_KG,US dollars per kilogramme,_T,Total - all activities,2005,1.3,E,Estimated value,0,Units,Q,2015.0,2.0,2.0
DATAFLOW,OECD.ENV.EPI:DSD_GG@DF_GREEN_GROWTH(1.1),Green Growth,I,MYS,Malaysia,A,Annual,DMC_PROD,USD_KG,US dollars per kilogramme,_T,Total - all activities,2004,1.3,E,Estimated value,0,Units,Q,2015.0,2.0,2.0
DATAFLOW,OECD.ENV.EPI:DSD_GG@DF_GREEN_GROWTH(1.1),Green Growth,I,MYS,Malaysia,A,Annual,DMC_PROD,USD_KG,US dollars per kilogramme,_T,Total - all activities,2003,1.23,E,Estimated value,0,Units,Q,2015.0,2.0,2.0
DATAFLOW,OECD.ENV.EPI:DSD_GG@DF_GREEN_GROWTH(1.1),Green Growth,I,MYS,Malaysia,A,Annual,DMC_PROD,USD_KG,US dollars per kilogramme,_T,Total - all activities,2002,1.32,E,Estimated value,0,Units,Q,2015.0,2.0,2.0
DATAFLOW,OECD.ENV.EPI:DSD_GG@DF_GREEN_GROWTH(1.1),Green Growth,I,MYS,Malaysia,A,Annual,DMC_PROD,USD_KG,US dollars per kilogramme,_T,Total - all activities,2001,1.21,E,Estimated value,0,Units,Q,2015.0,2.0,2.0
DATAFLOW,OECD.ENV.EPI:DSD_GG@DF_GREEN_GROWTH(1.1),Green Growth,I,MYS,Malaysia,A,Annual,DMC_PROD,USD_KG,US dollars per kilogramme,_T,Total - all activities,2000,1.11,E,Estimated value,0,Units,Q,2015.0,2.0,2.0
DATAFLOW,OECD.ENV.EPI:DSD_GG@DF_GREEN_GROWTH(1.1),Green Growth,I,MYS,Malaysia,A,Annual,DMC_PROD,USD_KG,US dollars per kilogramme,_T,Total - all activities,2019,1.51,E,Estimated value,0,Units,Q,2015.0,2.0,2.0
DATAFLOW,OECD.ENV.EPI:DSD_GG@DF_GREEN_GROWTH(1.1),Green Growth,I,MYS,Malaysia,A,Annual,DMC_PROD,USD_KG,US dollars per kilogramme,_T,Total - all activities,2018,1.47,E,Estimated value,0,Units,Q,2015.0,2.0,2.0
DATAFLOW,OECD.ENV.EPI:DSD_GG@DF_GREEN_GROWTH(1.1),Green Growth,I,MYS,Malaysia,A,Annual,DMC_PROD,USD_KG,US dollars per kilogramme,_T,Total - all activities,2017,1.42,E,Estimated value,0,Units,Q,2015.0,2.0,2.0
DATAFLOW,OECD.ENV.EPI:DSD_GG@DF_GREEN_GROWTH(1.1),Green Growth,I,MYS,Malaysia,A,Annual,DMC_PROD,USD_KG,US dollars per kilogramme,_T,Total - all activities,2016,1.56,E,Estimated value,0,Units,Q,2015.0,2.0,2.0
DATAFLOW,OECD.ENV.EPI:DSD_GG@DF_GREEN_GROWTH(1.1),Green Growth,I,MYS,Malaysia,A,Annual,DMC_PROD,USD_KG,US dollars per kilogramme,_T,Total - all activities,2015,1.55,E,Estimated value,0,Units,Q,2015.0,2.0,2.0
DATAFLOW,OECD.ENV.EPI:DSD_GG@DF_GREEN_GROWTH(1.1),Green Growth,I,MYS,Malaysia,A,Annual,DMC_PROD,USD_KG,US dollars per kilogramme,_T,Total - all activities,2014,1.47,E,Estimated value,0,Units,Q,2015.0,2.0,2.0
